project_id,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index,file
40955019,09f70f6,Matt Nardoci,2019-12-04,105 (0),48 (0),69 (0),18 (0),3 (0),15 (0),18 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1329.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,51 (0),27 (0),28 (0),12 (0),3 (0),9 (0),11 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/457.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,67 (0),45 (0),45 (0),4 (0),0 (0),18 (0),4 (0),2 (0),4 (0),25 (0),14 (0),28 (0),29 (0),42 (0),204.035 (0),2.24 (0),457.039 (0),A,64.5661 (0),/home/senior/senior/all_metric/40955019/749.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,111 (0),73 (0),77 (0),18 (0),0 (0),19 (0),15 (0),0 (0),4 (0),9 (0),6 (0),9 (0),13 (0),15 (0),55.5066 (0),2 (0),111.013 (0),A,71.1005 (0),/home/senior/senior/all_metric/40955019/920.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,82 (0),47 (0),46 (0),9 (0),4 (0),26 (0),6 (0),0 (0),6 (0),34 (0),20 (0),40 (0),40 (0),60 (0),319.316 (0),3.52941 (0),1127 (0),A,71.5314 (0),/home/senior/senior/all_metric/40955019/649.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,481 (0),155 (0),143 (0),83 (0),209 (0),124 (0),5 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1157.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,185 (0),56 (0),52 (0),9 (0),90 (0),42 (0),1 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/606.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,330 (0),161 (0),153 (0),78 (0),38 (0),93 (0),46 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/672.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,93 (0),65 (0),65 (0),13 (0),3 (0),14 (0),11 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/714.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,93 (0),67 (0),63 (0),16 (0),0 (0),16 (0),14 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/192.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,387 (0),250 (0),255 (0),57 (0),0 (0),86 (0),46 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1052.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,161 (0),86 (0),87 (0),25 (0),33 (0),22 (0),19 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/686.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,197 (0),74 (0),80 (0),34 (0),48 (0),65 (0),4 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1575.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,35 (0),14 (0),13 (0),8 (0),2 (0),15 (0),5 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/647.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,310 (0),123 (0),239 (0),1 (0),3 (0),68 (0),0 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/511.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,47 (0),43 (0),42 (0),1 (0),0 (0),4 (0),1 (0),4 (0),4 (0),11 (0),8 (0),14 (0),15 (0),22 (0),85.9516 (0),2.54545 (0),218.786 (0),A,59.2072 (0),/home/senior/senior/all_metric/40955019/1669.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,163 (0),44 (0),81 (0),3 (0),42 (0),38 (0),2 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/106.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,46 (0),30 (0),29 (0),6 (0),0 (0),11 (0),6 (0),0 (0),2 (0),6 (0),3 (0),6 (0),8 (0),9 (0),27 (0),1 (0),27 (0),A,81.0081 (0),/home/senior/senior/all_metric/40955019/1408.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,30 (0),13 (0),19 (0),8 (0),0 (0),6 (0),5 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/275.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,131 (0),91 (0),101 (0),9 (0),3 (0),20 (0),7 (0),11 (0),8 (0),37 (0),21 (0),40 (0),45 (0),61 (0),335.003 (0),4.32432 (0),1448.66 (0),A,57.6621 (0),/home/senior/senior/all_metric/40955019/1299.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,258 (0),153 (0),162 (0),53 (0),0 (0),49 (0),47 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/825.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,42 (0),4 (0),25 (0),0 (0),5 (0),12 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/990.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,113 (0),87 (0),80 (0),20 (0),5 (0),16 (0),12 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/146.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,109 (0),56 (0),53 (0),19 (0),15 (0),38 (0),3 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1585.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,4 (0),1 (0),0 (0),0 (0),3 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/862.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,333 (0),210 (0),200 (0),54 (0),27 (0),61 (0),45 (0),28 (0),10 (0),122 (0),84 (0),162 (0),132 (0),246 (0),1732.92 (0),6.63934 (0),11505.5 (0),A,51.7524 (0),/home/senior/senior/all_metric/40955019/608.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,32 (0),16 (0),22 (0),11 (0),0 (0),5 (0),5 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/255.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,304 (0),188 (0),190 (0),47 (0),19 (0),56 (0),39 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/841.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,609 (0),258 (0),377 (0),108 (0),46 (0),178 (0),8 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/341.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,75 (0),53 (0),52 (0),11 (0),0 (0),15 (0),8 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/432.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,64 (0),42 (0),41 (0),8 (0),0 (0),15 (0),8 (0),0 (0),2 (0),4 (0),2 (0),4 (0),6 (0),6 (0),15.5098 (0),1 (0),15.5098 (0),A,79.2989 (0),/home/senior/senior/all_metric/40955019/1410.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,66 (0),45 (0),45 (0),6 (0),6 (0),9 (0),6 (0),15 (0),8 (0),27 (0),17 (0),33 (0),35 (0),50 (0),256.464 (0),4.88889 (0),1253.82 (0),A,70.5662 (0),/home/senior/senior/all_metric/40955019/1424.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,98 (0),71 (0),76 (0),8 (0),0 (0),15 (0),7 (0),0 (0),5 (0),15 (0),10 (0),17 (0),20 (0),27 (0),116.692 (0),2.83333 (0),330.627 (0),A,59.3177 (0),/home/senior/senior/all_metric/40955019/1624.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/0.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,42 (0),28 (0),24 (0),13 (0),0 (0),11 (0),7 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1556.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,31 (0),15 (0),21 (0),8 (0),0 (0),6 (0),4 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/290.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,65 (0),42 (0),42 (0),7 (0),0 (0),17 (0),6 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/809.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,31 (0),16 (0),22 (0),6 (0),0 (0),5 (0),4 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/298.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,57 (0),20 (0),18 (0),12 (0),11 (0),17 (0),11 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/845.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,44 (0),19 (0),25 (0),17 (0),0 (0),11 (0),8 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/258.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,554 (0),308 (0),303 (0),88 (0),68 (0),128 (0),55 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/547.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,61 (0),55 (0),50 (0),2 (0),5 (0),6 (0),0 (0),0 (0),8 (0),21 (0),14 (0),25 (0),29 (0),39 (0),189.461 (0),4.7619 (0),902.196 (0),A,65.3439 (0),/home/senior/senior/all_metric/40955019/947.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,247 (0),99 (0),175 (0),33 (0),8 (0),51 (0),13 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1021.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,20 (0),8 (0),8 (0),3 (0),0 (0),9 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1239.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,116 (0),48 (0),54 (0),15 (0),32 (0),30 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/322.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,70 (0),26 (0),28 (0),20 (0),3 (0),19 (0),20 (0),0 (0),2 (0),3 (0),2 (0),3 (0),5 (0),5 (0),11.6096 (0),1 (0),11.6096 (0),A,89.4145 (0),/home/senior/senior/all_metric/40955019/1243.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,30 (0),15 (0),21 (0),8 (0),0 (0),5 (0),4 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/220.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,275 (0),204 (0),207 (0),27 (0),5 (0),38 (0),25 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/127.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,258 (0),168 (0),169 (0),46 (0),0 (0),49 (0),40 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/904.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,80 (0),58 (0),60 (0),1 (0),3 (0),16 (0),1 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/403.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,368 (0),204 (0),260 (0),27 (0),0 (0),84 (0),24 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1124.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,198 (0),153 (0),149 (0),5 (0),20 (0),27 (0),2 (0),13 (0),2 (0),3 (0),2 (0),3 (0),5 (0),5 (0),11.6096 (0),1 (0),11.6096 (0),A,65.0821 (0),/home/senior/senior/all_metric/40955019/729.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,43 (0),18 (0),17 (0),17 (0),5 (0),11 (0),10 (0),1 (0),2 (0),9 (0),5 (0),10 (0),11 (0),15 (0),51.8915 (0),1.11111 (0),57.6572 (0),A,81.1291 (0),/home/senior/senior/all_metric/40955019/731.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,32 (0),14 (0),20 (0),11 (0),0 (0),6 (0),6 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/285.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,33 (0),4 (0),19 (0),0 (0),5 (0),9 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/974.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,372 (0),288 (0),294 (0),11 (0),0 (0),70 (0),8 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1645.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,65 (0),30 (0),43 (0),10 (0),0 (0),12 (0),10 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1197.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,30 (0),14 (0),20 (0),7 (0),0 (0),6 (0),4 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/271.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,276 (0),183 (0),212 (0),38 (0),0 (0),32 (0),32 (0),0 (0),6 (0),19 (0),13 (0),22 (0),25 (0),35 (0),162.535 (0),3.47368 (0),564.595 (0),A,54.8265 (0),/home/senior/senior/all_metric/40955019/1313.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,273 (0),169 (0),162 (0),24 (0),34 (0),67 (0),10 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/690.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,97 (0),52 (0),57 (0),9 (0),8 (0),28 (0),4 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1602.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,48 (0),22 (0),33 (0),1 (0),3 (0),12 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/740.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,563 (0),288 (0),378 (0),69 (0),38 (0),88 (0),59 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/358.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,278 (0),166 (0),160 (0),62 (0),30 (0),48 (0),40 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/26.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,149 (0),80 (0),77 (0),22 (0),24 (0),41 (0),7 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/668.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,92 (0),67 (0),62 (0),6 (0),0 (0),25 (0),5 (0),3 (0),7 (0),17 (0),12 (0),22 (0),24 (0),34 (0),155.889 (0),4.52941 (0),706.084 (0),A,61.8433 (0),/home/senior/senior/all_metric/40955019/1458.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,36 (0),4 (0),21 (0),0 (0),5 (0),10 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/991.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,270 (0),156 (0),136 (0),13 (0),90 (0),31 (0),13 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/142.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,420 (0),329 (0),291 (0),76 (0),5 (0),66 (0),58 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/56.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,29 (0),13 (0),19 (0),6 (0),0 (0),6 (0),4 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/223.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,30 (0),14 (0),20 (0),6 (0),0 (0),6 (0),4 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/307.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,159 (0),107 (0),101 (0),20 (0),9 (0),38 (0),11 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/708.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,164 (0),107 (0),112 (0),25 (0),17 (0),17 (0),18 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/131.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,175 (0),122 (0),121 (0),30 (0),4 (0),42 (0),8 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/723.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,57 (0),4 (0),35 (0),0 (0),5 (0),17 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/994.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,54 (0),4 (0),33 (0),0 (0),5 (0),16 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/40955019/1000.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,333 (0),232 (0),226 (0),61 (0),11 (0),60 (0),36 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/53.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,76 (0),45 (0),40 (0),0 (0),26 (0),10 (0),0 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/35.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,244 (0),125 (0),183 (0),4 (0),19 (0),40 (0),2 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/1245.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,493 (0),349 (0),336 (0),38 (0),72 (0),56 (0),29 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/102.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,218 (0),187 (0),171 (0),17 (0),0 (0),30 (0),17 (0),0 (0),3 (0),11 (0),28 (0),32 (0),14 (0),60 (0),228.441 (0),4.36364 (0),996.835 (0),A,50.4884 (0),/home/senior/senior/all_metric/40955019/144.csv
40955019,09f70f6,Matt Nardoci,2019-12-04,342 (0),206 (0),201 (0),76 (0),23 (0),71 (0),47 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/40955019/61.csv
