project_id,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index,file
29817913,dc2da48,Dave Lasley,2017-02-15,93 (0),62 (0),66 (0),3 (0),0 (0),15 (0),12 (0),13 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,67.0466 (0),/home/senior/senior/all_metric/29817913/65.csv
29817913,dc2da48,Dave Lasley,2017-02-15,73 (0),45 (0),53 (0),3 (0),0 (0),11 (0),9 (0),9 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/68.csv
29817913,dc2da48,Dave Lasley,2017-02-15,6 (0),2 (0),2 (0),3 (0),0 (0),1 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/123.csv
29817913,dc2da48,Dave Lasley,2017-02-15,94 (0),46 (0),68 (0),4 (0),4 (0),18 (0),4 (0),11 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/34.csv
29817913,dc2da48,Dave Lasley,2017-02-15,312 (0),195 (0),249 (0),3 (0),0 (0),37 (0),26 (0),29 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/74.csv
29817913,dc2da48,Dave Lasley,2017-02-15,44 (0),25 (0),31 (0),3 (0),0 (0),9 (0),4 (0),8 (0),2 (0),7 (0),4 (0),8 (0),9 (0),12 (0),38.0391 (0),1.14286 (0),43.4733 (0),A,75.203 (0),/home/senior/senior/all_metric/29817913/84.csv
29817913,dc2da48,Dave Lasley,2017-02-15,55 (0),25 (0),31 (0),8 (0),12 (0),4 (0),8 (0),4 (0),2 (0),3 (0),2 (0),3 (0),5 (0),5 (0),11.6096 (0),1 (0),11.6096 (0),A,90.6234 (0),/home/senior/senior/all_metric/29817913/5.csv
29817913,dc2da48,Dave Lasley,2017-02-15,125 (0),89 (0),118 (0),3 (0),0 (0),4 (0),3 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/139.csv
29817913,dc2da48,Dave Lasley,2017-02-15,347 (0),222 (0),267 (0),3 (0),0 (0),53 (0),27 (0),54 (0),2 (0),3 (0),2 (0),3 (0),5 (0),5 (0),11.6096 (0),1 (0),11.6096 (0),A,41.9479 (0),/home/senior/senior/all_metric/29817913/106.csv
29817913,dc2da48,Dave Lasley,2017-02-15,109 (0),36 (0),61 (0),23 (0),12 (0),13 (0),23 (0),8 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/0.csv
29817913,dc2da48,Dave Lasley,2017-02-15,114 (0),65 (0),93 (0),3 (0),3 (0),14 (0),4 (0),23 (0),2 (0),3 (0),2 (0),3 (0),5 (0),5 (0),11.6096 (0),1 (0),11.6096 (0),A,64.8612 (0),/home/senior/senior/all_metric/29817913/127.csv
29817913,dc2da48,Dave Lasley,2017-02-15,158 (0),77 (0),115 (0),4 (0),8 (0),28 (0),7 (0),19 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/26.csv
29817913,dc2da48,Dave Lasley,2017-02-15,17 (0),7 (0),11 (0),3 (0),0 (0),3 (0),3 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/142.csv
29817913,dc2da48,Dave Lasley,2017-02-15,98 (0),53 (0),65 (0),4 (0),8 (0),20 (0),5 (0),11 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/56.csv
29817913,dc2da48,Dave Lasley,2017-02-15,25 (0),7 (0),19 (0),3 (0),0 (0),3 (0),3 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/131.csv
29817913,dc2da48,Dave Lasley,2017-02-15,165 (0),85 (0),123 (0),4 (0),6 (0),30 (0),6 (0),19 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/53.csv
29817913,dc2da48,Dave Lasley,2017-02-15,153 (0),90 (0),97 (0),19 (0),6 (0),27 (0),23 (0),24 (0),2 (0),4 (0),2 (0),4 (0),6 (0),6 (0),15.5098 (0),1 (0),15.5098 (0),A,72.542 (0),/home/senior/senior/all_metric/29817913/35.csv
29817913,dc2da48,Dave Lasley,2017-02-15,141 (0),82 (0),102 (0),3 (0),0 (0),28 (0),11 (0),21 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,61.9355 (0),/home/senior/senior/all_metric/29817913/102.csv
29817913,dc2da48,Dave Lasley,2017-02-15,32 (0),10 (0),25 (0),3 (0),0 (0),4 (0),3 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/144.csv
29817913,dc2da48,Dave Lasley,2017-02-15,10 (0),6 (0),6 (0),3 (0),0 (0),1 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/61.csv
29817913,dc2da48,Dave Lasley,2017-02-15,5 (0),1 (0),1 (0),3 (0),0 (0),1 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/126.csv
29817913,dc2da48,Dave Lasley,2017-02-15,90 (0),49 (0),62 (0),5 (0),4 (0),19 (0),5 (0),11 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/25.csv
29817913,dc2da48,Dave Lasley,2017-02-15,131 (0),67 (0),93 (0),7 (0),6 (0),26 (0),6 (0),17 (0),2 (0),3 (0),2 (0),3 (0),5 (0),5 (0),11.6096 (0),1 (0),11.6096 (0),A,72.3566 (0),/home/senior/senior/all_metric/29817913/19.csv
29817913,dc2da48,Dave Lasley,2017-02-15,365 (0),242 (0),287 (0),3 (0),0 (0),47 (0),31 (0),41 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,44.9678 (0),/home/senior/senior/all_metric/29817913/107.csv
29817913,dc2da48,Dave Lasley,2017-02-15,31 (0),18 (0),24 (0),3 (0),0 (0),4 (0),3 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/140.csv
29817913,dc2da48,Dave Lasley,2017-02-15,111 (0),73 (0),80 (0),3 (0),0 (0),21 (0),10 (0),13 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,64.6875 (0),/home/senior/senior/all_metric/29817913/79.csv
29817913,dc2da48,Dave Lasley,2017-02-15,172 (0),98 (0),101 (0),5 (0),31 (0),35 (0),5 (0),29 (0),3 (0),5 (0),6 (0),8 (0),8 (0),14 (0),42 (0),2.4 (0),100.8 (0),A,70.8065 (0),/home/senior/senior/all_metric/29817913/59.csv
29817913,dc2da48,Dave Lasley,2017-02-15,93 (0),55 (0),64 (0),3 (0),4 (0),21 (0),4 (0),13 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/27.csv
29817913,dc2da48,Dave Lasley,2017-02-15,171 (0),103 (0),125 (0),3 (0),0 (0),33 (0),13 (0),26 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,58.4244 (0),/home/senior/senior/all_metric/29817913/113.csv
29817913,dc2da48,Dave Lasley,2017-02-15,167 (0),102 (0),121 (0),3 (0),0 (0),33 (0),13 (0),26 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,58.6627 (0),/home/senior/senior/all_metric/29817913/108.csv
29817913,dc2da48,Dave Lasley,2017-02-15,185 (0),117 (0),135 (0),3 (0),0 (0),33 (0),17 (0),27 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,56.4766 (0),/home/senior/senior/all_metric/29817913/90.csv
29817913,dc2da48,Dave Lasley,2017-02-15,42 (0),21 (0),32 (0),3 (0),0 (0),6 (0),4 (0),9 (0),2 (0),2 (0),2 (0),3 (0),4 (0),5 (0),10 (0),1.5 (0),15 (0),A,80.8139 (0),/home/senior/senior/all_metric/29817913/133.csv
29817913,dc2da48,Dave Lasley,2017-02-15,143 (0),81 (0),100 (0),3 (0),6 (0),29 (0),8 (0),22 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,69.579 (0),/home/senior/senior/all_metric/29817913/28.csv
29817913,dc2da48,Dave Lasley,2017-02-15,113 (0),64 (0),77 (0),4 (0),6 (0),23 (0),7 (0),16 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,74.9125 (0),/home/senior/senior/all_metric/29817913/41.csv
29817913,dc2da48,Dave Lasley,2017-02-15,104 (0),57 (0),75 (0),4 (0),4 (0),21 (0),4 (0),14 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/31.csv
29817913,dc2da48,Dave Lasley,2017-02-15,113 (0),64 (0),77 (0),4 (0),6 (0),23 (0),7 (0),16 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,74.9125 (0),/home/senior/senior/all_metric/29817913/49.csv
29817913,dc2da48,Dave Lasley,2017-02-15,Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',Not found 'connector_carepoint/__manifest__.py',/home/senior/senior/all_metric/29817913/3.csv
29817913,dc2da48,Dave Lasley,2017-02-15,19 (0),5 (0),12 (0),3 (0),0 (0),4 (0),3 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/125.csv
29817913,dc2da48,Dave Lasley,2017-02-15,56 (0),31 (0),39 (0),3 (0),0 (0),12 (0),5 (0),9 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/115.csv
29817913,dc2da48,Dave Lasley,2017-02-15,84 (0),44 (0),57 (0),4 (0),4 (0),19 (0),4 (0),11 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/55.csv
29817913,dc2da48,Dave Lasley,2017-02-15,197 (0),127 (0),143 (0),3 (0),0 (0),37 (0),17 (0),36 (0),3 (0),10 (0),6 (0),11 (0),13 (0),17 (0),62.9075 (0),1.65 (0),103.797 (0),A,46.795 (0),/home/senior/senior/all_metric/29817913/101.csv
29817913,dc2da48,Dave Lasley,2017-02-15,221 (0),144 (0),160 (0),3 (0),0 (0),44 (0),17 (0),41 (0),2 (0),3 (0),2 (0),3 (0),5 (0),5 (0),11.6096 (0),1 (0),11.6096 (0),A,50.0155 (0),/home/senior/senior/all_metric/29817913/99.csv
29817913,dc2da48,Dave Lasley,2017-02-15,191 (0),105 (0),144 (0),4 (0),8 (0),32 (0),7 (0),24 (0),1 (0),3 (0),3 (0),3 (0),4 (0),6 (0),12 (0),0.5 (0),6 (0),A,63.0704 (0),/home/senior/senior/all_metric/29817913/6.csv
29817913,dc2da48,Dave Lasley,2017-02-15,31 (0),21 (0),19 (0),3 (0),0 (0),7 (0),5 (0),5 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/83.csv
29817913,dc2da48,Dave Lasley,2017-02-15,169 (0),83 (0),78 (0),4 (0),64 (0),22 (0),5 (0),22 (0),1 (0),1 (0),1 (0),1 (0),2 (0),2 (0),2 (0),0.5 (0),1 (0),A,80.2609 (0),/home/senior/senior/all_metric/29817913/60.csv
29817913,dc2da48,Dave Lasley,2017-02-15,120 (0),74 (0),84 (0),3 (0),0 (0),27 (0),9 (0),22 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/105.csv
29817913,dc2da48,Dave Lasley,2017-02-15,21 (0),10 (0),14 (0),3 (0),0 (0),4 (0),3 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/136.csv
29817913,dc2da48,Dave Lasley,2017-02-15,129 (0),73 (0),90 (0),4 (0),6 (0),27 (0),6 (0),19 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,72.0295 (0),/home/senior/senior/all_metric/29817913/22.csv
29817913,dc2da48,Dave Lasley,2017-02-15,74 (0),38 (0),50 (0),4 (0),4 (0),17 (0),3 (0),8 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/47.csv
29817913,dc2da48,Dave Lasley,2017-02-15,32 (0),15 (0),25 (0),3 (0),0 (0),4 (0),3 (0),7 (0),1 (0),1 (0),1 (0),1 (0),2 (0),2 (0),2 (0),0.5 (0),1 (0),A,90.9306 (0),/home/senior/senior/all_metric/29817913/124.csv
29817913,dc2da48,Dave Lasley,2017-02-15,186 (0),89 (0),113 (0),31 (0),6 (0),34 (0),33 (0),19 (0),3 (0),4 (0),3 (0),5 (0),7 (0),8 (0),22.4588 (0),1.875 (0),42.1103 (0),A,73.7667 (0),/home/senior/senior/all_metric/29817913/29.csv
29817913,dc2da48,Dave Lasley,2017-02-15,136 (0),70 (0),79 (0),21 (0),6 (0),27 (0),24 (0),17 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/48.csv
29817913,dc2da48,Dave Lasley,2017-02-15,93 (0),61 (0),61 (0),3 (0),0 (0),22 (0),10 (0),17 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/120.csv
29817913,dc2da48,Dave Lasley,2017-02-15,90 (0),43 (0),64 (0),4 (0),4 (0),19 (0),3 (0),9 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,78.7782 (0),/home/senior/senior/all_metric/29817913/24.csv
29817913,dc2da48,Dave Lasley,2017-02-15,22 (0),8 (0),16 (0),3 (0),0 (0),3 (0),3 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/135.csv
29817913,dc2da48,Dave Lasley,2017-02-15,193 (0),92 (0),147 (0),3 (0),0 (0),32 (0),14 (0),28 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,58.5291 (0),/home/senior/senior/all_metric/29817913/109.csv
29817913,dc2da48,Dave Lasley,2017-02-15,222 (0),130 (0),171 (0),3 (0),0 (0),34 (0),17 (0),30 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/118.csv
29817913,dc2da48,Dave Lasley,2017-02-15,349 (0),237 (0),270 (0),3 (0),0 (0),46 (0),33 (0),40 (0),3 (0),6 (0),3 (0),6 (0),9 (0),9 (0),28.5293 (0),1.5 (0),42.794 (0),A,39.77 (0),/home/senior/senior/all_metric/29817913/94.csv
29817913,dc2da48,Dave Lasley,2017-02-15,86 (0),59 (0),62 (0),3 (0),0 (0),18 (0),6 (0),15 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/103.csv
29817913,dc2da48,Dave Lasley,2017-02-15,98 (0),49 (0),73 (0),3 (0),0 (0),17 (0),8 (0),11 (0),1 (0),8 (0),4 (0),8 (0),9 (0),12 (0),38.0391 (0),0.5 (0),19.0196 (0),A,62.7791 (0),/home/senior/senior/all_metric/29817913/71.csv
29817913,dc2da48,Dave Lasley,2017-02-15,378 (0),175 (0),180 (0),38 (0),99 (0),49 (0),50 (0),48 (0),8 (0),28 (0),19 (0),30 (0),36 (0),49 (0),253.326 (0),4.28571 (0),1085.68 (0),A,55.9377 (0),/home/senior/senior/all_metric/29817913/58.csv
29817913,dc2da48,Dave Lasley,2017-02-15,151 (0),104 (0),112 (0),3 (0),0 (0),25 (0),14 (0),21 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/114.csv
29817913,dc2da48,Dave Lasley,2017-02-15,427 (0),188 (0),347 (0),32 (0),11 (0),36 (0),33 (0),37 (0),2 (0),4 (0),2 (0),4 (0),6 (0),6 (0),15.5098 (0),1 (0),15.5098 (0),A,56.6993 (0),/home/senior/senior/all_metric/29817913/52.csv
29817913,dc2da48,Dave Lasley,2017-02-15,183 (0),120 (0),135 (0),3 (0),0 (0),32 (0),16 (0),26 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,56.3713 (0),/home/senior/senior/all_metric/29817913/89.csv
29817913,dc2da48,Dave Lasley,2017-02-15,202 (0),114 (0),155 (0),3 (0),0 (0),27 (0),20 (0),23 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/67.csv
29817913,dc2da48,Dave Lasley,2017-02-15,167 (0),102 (0),121 (0),3 (0),0 (0),33 (0),13 (0),26 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,58.6627 (0),/home/senior/senior/all_metric/29817913/111.csv
29817913,dc2da48,Dave Lasley,2017-02-15,46 (0),27 (0),33 (0),3 (0),0 (0),9 (0),4 (0),8 (0),2 (0),7 (0),4 (0),8 (0),9 (0),12 (0),38.0391 (0),1.14286 (0),43.4733 (0),A,74.0068 (0),/home/senior/senior/all_metric/29817913/80.csv
29817913,dc2da48,Dave Lasley,2017-02-15,313 (0),162 (0),167 (0),15 (0),66 (0),54 (0),26 (0),50 (0),5 (0),17 (0),11 (0),17 (0),22 (0),28 (0),124.864 (0),2.5 (0),312.16 (0),A,61.1474 (0),/home/senior/senior/all_metric/29817913/64.csv
29817913,dc2da48,Dave Lasley,2017-02-15,97 (0),49 (0),71 (0),4 (0),4 (0),19 (0),3 (0),10 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/37.csv
29817913,dc2da48,Dave Lasley,2017-02-15,91 (0),49 (0),59 (0),3 (0),6 (0),20 (0),6 (0),11 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/16.csv
29817913,dc2da48,Dave Lasley,2017-02-15,39 (0),25 (0),27 (0),3 (0),0 (0),7 (0),5 (0),5 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/70.csv
29817913,dc2da48,Dave Lasley,2017-02-15,149 (0),70 (0),107 (0),3 (0),8 (0),28 (0),6 (0),17 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/20.csv
29817913,dc2da48,Dave Lasley,2017-02-15,15 (0),9 (0),9 (0),3 (0),0 (0),3 (0),3 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/15.csv
29817913,dc2da48,Dave Lasley,2017-02-15,283 (0),177 (0),213 (0),3 (0),0 (0),38 (0),32 (0),32 (0),1 (0),6 (0),3 (0),6 (0),7 (0),9 (0),25.2662 (0),0.5 (0),12.6331 (0),A,44.0907 (0),/home/senior/senior/all_metric/29817913/76.csv
29817913,dc2da48,Dave Lasley,2017-02-15,221 (0),127 (0),166 (0),5 (0),12 (0),38 (0),5 (0),39 (0),4 (0),11 (0),7 (0),11 (0),15 (0),18 (0),70.324 (0),2 (0),140.648 (0),A,56.214 (0),/home/senior/senior/all_metric/29817913/38.csv
29817913,dc2da48,Dave Lasley,2017-02-15,29 (0),19 (0),19 (0),3 (0),0 (0),7 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/73.csv
29817913,dc2da48,Dave Lasley,2017-02-15,154 (0),95 (0),116 (0),3 (0),0 (0),26 (0),12 (0),22 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,59.7977 (0),/home/senior/senior/all_metric/29817913/91.csv
29817913,dc2da48,Dave Lasley,2017-02-15,139 (0),51 (0),113 (0),4 (0),4 (0),19 (0),3 (0),10 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/39.csv
29817913,dc2da48,Dave Lasley,2017-02-15,438 (0),300 (0),346 (0),3 (0),3 (0),53 (0),36 (0),47 (0),2 (0),4 (0),2 (0),4 (0),6 (0),6 (0),15.5098 (0),1 (0),15.5098 (0),A,40.2617 (0),/home/senior/senior/all_metric/29817913/98.csv
29817913,dc2da48,Dave Lasley,2017-02-15,29 (0),2 (0),25 (0),5 (0),0 (0),1 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/129.csv
29817913,dc2da48,Dave Lasley,2017-02-15,9 (0),3 (0),3 (0),3 (0),0 (0),3 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/4.csv
29817913,dc2da48,Dave Lasley,2017-02-15,151 (0),88 (0),107 (0),3 (0),6 (0),30 (0),8 (0),23 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,68.1641 (0),/home/senior/senior/all_metric/29817913/46.csv
29817913,dc2da48,Dave Lasley,2017-02-15,180 (0),112 (0),128 (0),3 (0),12 (0),35 (0),5 (0),41 (0),3 (0),19 (0),11 (0),19 (0),22 (0),30 (0),133.783 (0),1.5 (0),200.674 (0),A,56.4948 (0),/home/senior/senior/all_metric/29817913/10.csv
29817913,dc2da48,Dave Lasley,2017-02-15,206 (0),140 (0),153 (0),3 (0),0 (0),33 (0),20 (0),27 (0),1 (0),4 (0),2 (0),4 (0),5 (0),6 (0),13.9316 (0),0.5 (0),6.96578 (0),A,50.7149 (0),/home/senior/senior/all_metric/29817913/87.csv
29817913,dc2da48,Dave Lasley,2017-02-15,125 (0),71 (0),86 (0),3 (0),8 (0),27 (0),4 (0),18 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/11.csv
29817913,dc2da48,Dave Lasley,2017-02-15,5 (0),1 (0),1 (0),3 (0),0 (0),1 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/128.csv
29817913,dc2da48,Dave Lasley,2017-02-15,9 (0),5 (0),5 (0),3 (0),0 (0),1 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/1.csv
29817913,dc2da48,Dave Lasley,2017-02-15,51 (0),13 (0),42 (0),3 (0),0 (0),6 (0),3 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/134.csv
29817913,dc2da48,Dave Lasley,2017-02-15,223 (0),141 (0),166 (0),3 (0),0 (0),39 (0),18 (0),32 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,53.4566 (0),/home/senior/senior/all_metric/29817913/119.csv
29817913,dc2da48,Dave Lasley,2017-02-15,68 (0),40 (0),44 (0),3 (0),0 (0),17 (0),7 (0),11 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/29817913/100.csv
29817913,dc2da48,Dave Lasley,2017-02-15,156 (0),92 (0),111 (0),4 (0),6 (0),31 (0),8 (0),24 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,68.111 (0),/home/senior/senior/all_metric/29817913/40.csv
29817913,dc2da48,Dave Lasley,2017-02-15,255 (0),148 (0),180 (0),4 (0),35 (0),32 (0),8 (0),43 (0),3 (0),8 (0),7 (0),9 (0),11 (0),16 (0),55.3509 (0),1.6875 (0),93.4047 (0),A,60.1767 (0),/home/senior/senior/all_metric/29817913/33.csv
29817913,dc2da48,Dave Lasley,2017-02-15,504 (0),367 (0),387 (0),3 (0),4 (0),62 (0),51 (0),60 (0),2 (0),6 (0),3 (0),6 (0),8 (0),9 (0),27 (0),1 (0),27 (0),A,34.4087 (0),/home/senior/senior/all_metric/29817913/78.csv
