project_id,cross-entropy
19938807,3.554978
30842366,4.1518640000000016
9313674,4.691865
17665409,4.656358
15818554,3.473274
10230856,4.5988050000000005
31723,5.180608000000001
15777563,4.485704
13485883,4.464445
3605768,6.0690610000000005
3672400,4.636913000000002
856441,4.55845
29875128,4.981755000000001
18264371,4.634499
6476018,4.255106
28987187,4.411448999999998
494272,3.559903
7820774,4.314408
31462347,4.368150999999999
20593971,4.404774999999999
28544819,4.423916999999999
480189,3.633425
20187604,4.430925
1069376,4.565116000000001
809314,4.2139690000000005
26348442,5.213953999999998
29365494,5.2396569999999985
43033531,4.113422999999999
21561964,4.201369000000001
29257438,4.561971
6369242,4.6965650000000005
8429554,4.986178999999999
4928468,4.116398
52835462,3.9364160000000004
10491744,4.484979
131909,4.3218000000000005
27368905,4.564076
27232554,4.908434
11015752,4.405302000000002
11453,4.62518
48762605,4.161419
34845713,4.269912000000001
13046341,4.6503700000000014
3213843,4.969397000000002
13963468,4.140463
5774282,4.451236
223561,4.861616000000001
16102031,4.285512000000001
30593749,2.952534
12365328,4.5783320000000005
5531064,4.258889999999999
2789109,8.501931000000003
5541830,4.305935
22458274,4.191633
9806716,3.2056400000000003
18270718,4.209112999999999
19758265,4.629686
19848115,5.031984
11745340,4.550463
14752755,4.515535
30482691,3.344641
2794780,4.699125
6850710,4.2606449999999985
14029541,5.168426
5080558,4.505174
5490882,4.224271
10275805,4.585077
20648244,4.630324
3929178,4.7883
30988846,4.580655999999999
3780176,5.726218333333333
24965137,4.585013
27148904,4.4516279999999995
1142,4.26654
16619714,4.015083
27517172,4.1380870000000005
17801506,3.5230930000000003
6211510,4.373928
16467857,5.121070999999999
17026758,3.127463
31472502,4.267842
57133846,5.086466000000001
20667964,4.467355
18290332,1.2229308
29352963,4.510115000000001
5017985,4.607096
9555207,1.0721192000000002
15105024,4.064376
18332120,5.243517
11637464,4.645102
17389423,4.187240000000001
153663,3.4183440000000003
18000409,2.049471
28506839,4.483618999999999
30597136,3.4080060000000003
26565684,4.305598000000002
9011315,4.227883
20662877,4.460049999999999
11765420,4.557473
23441058,4.901237
188867,4.645009
28132474,4.488238999999999
4378847,4.6478199999999985
14838321,4.485277000000001
2501984,4.586444999999999
10609057,4.306668
36769710,4.094494
25833787,4.040781999999999
3010407,7.510631000000001
2771113,4.6995710000000015
16708479,2.648525
19532442,4.581766
57439611,3.5727930000000008
6120371,4.641945
16193225,4.488361
28707063,4.361162000000001
21146530,4.5518220000000005
53111668,2.348456
506900,3.854625
13575507,3.5042260000000005
30149217,4.162869000000001
417964,4.761515
6509126,4.8625950000000016
22654622,4.563516
4429866,3.3839629999999996
17796761,4.431001999999999
15848561,2.7724029999999997
29873244,4.383526
17498336,4.610302
55818,4.618601
10016145,3.972346
144335,4.246362
6065028,4.208578
829649,4.631905000000001
901605,4.19595
28429046,4.9969649999999985
3111304,4.293823999999999
18023673,4.843279000000001
69206,4.438021000000001
23996356,2.919428
10083240,4.3454489999999995
17760550,4.330877
12445377,4.425212
894588,3.187838
5157401,4.315156
5783454,2.9829725
8263008,4.57615
4766756,4.132349
2511063,4.376308
13745503,2.8622400000000003
5541827,3.726541
10535452,4.2299859999999985
14145861,4.54223
16027393,4.158284
8528375,4.5436770000000015
12390090,4.537175
31150321,4.6512069999999985
34905286,4.469162
5114635,4.562503
2689873,3.81518
181526,4.067044
11881598,3.744201
22041731,5.22906
17816625,4.527671
13498939,4.225779
31462338,4.993691
13374672,4.263134000000001
16425799,3.5325260000000007
333065,4.54707
3182310,5.020637000000001
7484910,4.1253150000000005
15850753,4.281561
29168314,4.239235
15408689,4.65592
64630,4.630158
11201097,5.00531
23066372,3.5321240000000005
7667597,6.1738529999999985
12493589,3.978758000000001
30791858,5.04397
4845094,4.527198
4837138,4.859927
10752221,7.232366000000002
11664079,4.6600470000000005
5112713,4.881724
45658,4.6378819999999985
11803289,4.196172
3879861,4.684215
