project_id,language,url,bytes,created_at,updated_at,year_diff,forked_from,original_project
4837138,Python,https://api.github.com/repos/Komodo/KomodoEdit,29966007,2013-07-31 21:57:20,2019-05-31 23:32:57,5,0,YES
4845094,Python,https://api.github.com/repos/Distrotech/bzr,14363865,2013-06-19 12:38:19,2019-03-04 20:17:53,5,0,YES
4851572,Python,https://api.github.com/repos/i-maravic/ns-3,30842590,2013-04-15 14:07:39,2019-04-01 03:32:05,5,0,YES
4892718,Python,https://api.github.com/repos/mahak/nova,16677262,2013-08-12 11:30:33,2019-05-29 09:35:54,5,10824,NO
4892720,Python,https://api.github.com/repos/mahak/cinder,13409607,2013-08-12 11:30:38,2019-05-30 00:48:30,5,69206,NO
4928468,Python,https://api.github.com/repos/pymo/pymo,27673732,2013-08-01 17:09:07,2019-04-21 12:17:04,5,0,YES
5004558,Python,https://api.github.com/repos/mapr/hue,21427931,2013-09-02 15:14:25,2019-05-31 18:19:25,5,45658,NO
5017985,Python,https://api.github.com/repos/pizzapanther/Python-Google-Drive-Apps,54131628,2013-08-14 02:14:21,2019-03-27 00:01:18,5,0,YES
5031541,Python,https://api.github.com/repos/shantanusharma/appscale,50211546,2013-08-19 00:01:56,2018-12-15 18:26:40,5,64630,NO
5072795,Python,https://api.github.com/repos/eiginn/salt,19380824,2013-06-21 11:23:03,2019-05-30 20:09:13,5,1142,NO
5080558,Python,https://api.github.com/repos/pallih/scraperwiki-scraper-vault,103365200,2013-08-21 16:38:37,2019-05-09 16:23:06,5,0,YES
5112713,Python,https://api.github.com/repos/dragondjf/QMarkdowner,13167142,2013-08-23 09:09:00,2019-05-09 10:23:30,5,0,YES
5114635,Python,https://api.github.com/repos/ahinzmann/cmsusercode,15837476,2013-05-24 10:09:48,2019-05-02 23:22:17,5,0,YES
5126018,Python,https://api.github.com/repos/akritas/sympy,13209958,2013-08-24 05:51:34,2019-05-21 05:40:51,5,9793,NO
5157401,Python,https://api.github.com/repos/leo-editor/leo-editor,10164831,2014-02-11 11:14:41,2019-05-31 06:24:44,5,0,YES
5211142,Python,https://api.github.com/repos/bgruening/galaxy,11853362,2015-03-02 18:56:13,2019-05-20 14:27:54,4,16472186,NO
5229837,Python,https://api.github.com/repos/lwyszomi/commcare-hq,11228289,2013-09-03 07:05:35,2019-05-31 14:31:09,5,10252,NO
5293597,Python,https://api.github.com/repos/e0ne/django,10365282,2013-09-08 18:42:59,2019-05-15 06:55:21,5,1226,NO
5317954,Python,https://api.github.com/repos/oxtopus/nupic-darwin64,13838001,2013-09-10 06:34:57,2018-12-11 02:14:16,5,5081612,NO
5337216,Python,https://api.github.com/repos/briandrawert/stochss,40746292,2013-09-11 14:26:25,2019-04-30 14:49:37,5,2794780,NO
5374655,Python,https://api.github.com/repos/Source-Python-Dev-Team/Source.Python,18002608,2013-09-12 01:13:58,2019-05-31 22:41:09,5,0,YES
5392890,Python,https://api.github.com/repos/cloudflare/salt,10595328,2013-09-18 20:12:23,2019-02-03 01:24:42,5,1142,NO
