project_id,max_contribution
12555637,84.28571428571429
12573478,100.0
12984034,62.727272727272734
13046341,100.0
13374672,51.302605210420836
13407016,79.89575577066269
13485883,93.44262295081968
13498939,66.66666666666666
13575507,100.0
13591501,52.8052805280528
13745503,100.0
13800286,80.0
13825157,34.899328859060404
13936271,100.0
13963468,59.036144578313255
13988762,100.0
14029541,100.0
14145861,100.0
14218149,100.0
14286544,43.20987654320987
14536251,37.541215261422515
14752755,100.0
14819160,17.52943790268829
14838321,71.23287671232876
14870171,66.66666666666666
14989147,58.333333333333336
15105024,54.57317073170732
15219914,75.5813953488372
15408689,99.01719901719902
15630156,100.0
15634015,51.77304964539007
15777563,25.1442883589241
15789441,53.84615384615385
15818554,100.0
15848561,50.45871559633027
15850753,100.0
16027393,90.72164948453609
16102031,100.0
16193225,100.0
16425799,100.0
16467857,100.0
16472186,20.258357336126387
16619714,100.0
16620617,100.0
16708479,100.0
17026758,84.61538461538461
17172918,70.92198581560284
17389423,66.66666666666666
17440881,100.0
17498336,50.0
17632542,50.0
17663271,100.0
17665409,37.45019920318725
17760550,75.02750275027503
17785499,81.81818181818183
17796761,26.666666666666668
17801506,100.0
17816625,100.0
18000409,80.0
18023673,60.78431372549019
18129905,100.0
18264371,57.432432432432435
18270718,100.0
18284713,59.25925925925925
18290332,100.0
18332120,100.0
18422785,100.0
18548728,76.31578947368422
18826708,100.0
18838350,100.0
18861790,57.14285714285714
19531511,100.0
19532442,100.0
19556947,100.0
19713594,100.0
19758265,70.08797653958945
19848115,100.0
19938807,100.0
19968609,100.0
19982733,67.74193548387096
19982922,66.66666666666666
20077201,41.269841269841265
20187604,80.14981273408239
20593971,89.31297709923665
20648244,82.35294117647058
20662877,30.0
20667964,100.0
20693413,50.0
21146530,93.84615384615384
21201454,44.8537527593819
21322704,100.0
21360040,60.0
21561964,96.2566844919786
21620625,70.76923076923077
21685135,52.56944444444444
22041731,29.722740121489146
22086032,87.17948717948718
22216656,100.0
22304244,100.0
22331853,80.0
22458274,100.0
22654622,100.0
22752448,21.212963698466915
23066372,100.0
23441058,100.0
23686537,77.45901639344262
23996356,100.0
24796473,100.0
24841797,33.97982932505818
24938794,100.0
24965137,39.95433789954338
25224120,100.0
25333585,100.0
25833787,36.36363636363637
25865890,34.36619718309859
26221512,100.0
26348442,63.181411974977664
26565684,50.0
27105955,71.14093959731544
27148904,21.73913043478261
27232554,100.0
27368905,84.6341463414634
27517172,100.0
27552291,100.0
27590149,100.0
27683090,100.0
27984276,94.11764705882352
28132474,100.0
28370725,10.729104919976288
28429046,90.0
28506839,100.0
28544819,100.0
28703055,93.33333333333333
28707063,100.0
28851790,46.32768361581921
28977818,64.20454545454545
28987187,35.07853403141361
29085491,100.0
29168314,60.0
29209187,100.0
29257438,100.0
29352963,100.0
29365494,100.0
29559601,100.0
29612597,80.0
29669543,47.368421052631575
29873244,100.0
29875128,100.0
30149217,66.66666666666666
30277669,83.33333333333334
30482691,100.0
30563070,98.36065573770492
30593749,100.0
30597136,50.0
30682266,56.48854961832062
30791858,100.0
30842366,82.75862068965517
30932642,52.04460966542751
30988846,100.0
31011708,100.0
31150321,24.876237623762375
31266028,68.75
31462338,100.0
31462347,100.0
31472502,91.66666666666666
31675261,75.0
32717382,86.15384615384616
34611402,100.0
34845713,100.0
34905286,100.0
36769710,50.0
38021184,100.0
43033531,100.0
47727488,40.74074074074074
48762605,91.66666666666666
52515283,100.0
52785686,56.25
52835462,95.29411764705881
52841113,100.0
52922816,100.0
53111668,100.0
53262729,100.0
56567840,100.0
57133846,100.0
57321820,50.0
57421331,100.0
57439611,100.0
